,id,deceased,current_status,branch_id,branch_name,college,gender,location,referrer,league,username
56899,56899,False,topcont,972,KothariT,The Ohio State University,Female,"Columbus, Ohio",54855,Maritime,SainatoE
46881,46881,False,std,20254,BondT,Harvard University,Male,"Boston, Massachusetts",29995,Outback,SaitoB
37522,37522,False,std,26747,StaleyM,,Female,"La Crescenta, California",35028,Denali,SajjadiehS
50872,50872,False,std,18728,GrahamJ,Queen's University/Niagara University,Male,"Welland, Ontario",47108,Badlands,SajnM
64965,64965,False,std,18540,VaidyaR,,Male,"Lawrenceville, New Jersey",57175,Prairie,SakowskiE
58059,58059,False,std,21735,FudorD,University of Iowa,Male,"Wexford, Pennsylvania",38216,Zephyr,SaladinoA
59095,59095,False,std,21735,FudorD,Grove City College,Female,"Pittsburgh, Pennsylvania",58059,Zephyr,SaladinoJ
52222,52222,False,std,15051,QuinnC9,"University at Albany, Binghamton University",Female,"Skaneateles, New York",35662,Palisade,SalangerM
50544,50544,False,std,1024,BirekL,,Female,"Denver, Colorado",1024,Juniper,SalasA
56034,56034,False,topcont,19783,KlothA,,Female,"Piti, Guam",45123,Commonwealth,SalasF
10104,10104,False,topcont,24972,GliddenB,,Female,"Oakland, California",24972,Meadow,SalaverryB
67254,67254,False,topcont,1054,PhilpyM,UPenn,Male,"Baltimore, Maryland",2864,Isthmus,SalazarJ
62026,62026,False,std,1785,TullisI,University of Central Florida,Male,"Orlando, Florida",59897,Meadow,SalazarO
42708,42708,False,std,19486,EisenmanJ,,Male,"Los Angeles, California",35427,Meridian,SaldateM
13123,13123,False,std,4099,SarinskyM,Davidson College,Male,"Austin, Texas",9261,Citadel,SaldañaS
22211,22211,False,pm,17826,DunietzS,St. John's College,Male,"Washington, DC",17826,Sunrise,SaleR
58863,58863,False,pm,2860,RowanW,UCSC,Male,"Mill Valley, California",8508,Citadel,SalemM
54093,54093,False,pm,12674,BlashkaW,Boston College; Cardozo School of Law,Male,"Apex, North Carolina",16717,Garden,SalernoM
13575,13575,False,pm,23176,GaliherC,"McGill University, University of Toronto",Male,"Los Angeles, California",23176,Pacific,SalernoR
20948,20948,False,std,2890,SchwartzJF,Washington University in St. Louis,Male,"New York, New York",4464,Byzantium,SalesB
36284,36284,False,std,16462,YoungT3,School of the art Institute of Chicago,Female,"Brooklyn, New York",16462,Windward,SalhanyP
62233,62233,False,std,18151,O'DonnellM2,,Female,"Washington, DC",7342,Monolith,SalidjanovaN
3584,3584,False,std,1083,KleinermanS,Amherst College,Male,"Boston, Massachusetts",20981,Meridian,SalikJ
14634,14634,False,std,4334,SheikoS,University of Delaware,Female,"Seaford, Delaware",29901,Wilderness,SalisburyW
41747,41747,False,std,8994,MikulisK,,Female,"Palo Alto, California",5914,Bayou,SalkinW
60481,60481,False,std,11476,PattersonK95,Princeton,Female,"Brooklyn, New York",46966,Metro,SallC
8174,8174,False,std,13764,WalkerB,University of Georgia,Female,"Atlanta, Georgia",8515,Rubicon,SalleyA
45695,45695,False,std,13764,WalkerB,Georgia Southern University,Male,"Savannah, Georgia",8174,Rubicon,SalleyS
66570,66570,False,std,11627,TarnowN,University of California at Santa Cruz,Male,"Washington, DC",20600,Foundry,SallingerC
43508,43508,False,std,5123,BaderJL,Nebraska Wesleyan University,Male,"Omaha, Nebraska",39810,Serengeti,SalmiA
3247,3247,True,deactivated,13302,BellA,MIT,Male,"New York, New York",13302,Summit,SalmonJ
58866,58866,False,std,24304,GavaghanA,London Metropolitan University,Female,"Croydon, United Kingdom",24304,Galaxy,SalmonS
58345,58345,False,std,10898,FeitelD,Tufts & GWU Law,Male,"Garrett Park, Maryland",47475,Sakura,SalomonK
35473,35473,False,std,28803,GoodeM,,Male,"Fridley, Minnesota",10213,Piedmont,SalsEgg
41813,41813,False,std,17415,AastorpH,Skidmore College,Female,"Brooklyn, New York",22115,Meridian,SaltzmanI
59576,59576,False,std,23475,KavanaughS,,Female,"Seattle, Washington",8924,Elysium,SalvacionJ
24832,24832,False,std,18373,LindD,Columbia University,Female,"New York, New York",18594,Summit,SalvadorA
56993,56993,False,std,7836,GarciaA2,,Female,"Lisle, Illinois",48714,Valley,SalvatM
60486,60486,False,std,27375,GiaquintoM,,Male,"West Deptford, New Jersey",25750,Rubicon,SalvatiM
38252,38252,False,std,6662,RumpfJ,Tulane University,Male,"Arvada, Colorado",6662,Quarry,SalvatiS
56810,56810,False,topcont,52049,GerstenA,Wake Forest University,Male,"Scarsdale, New York",52049,Sierra,SalvatoreS
43212,43212,False,pm,23883,MorrisonIGecko,Florida State University,Non-binary,"Woodsboro, Texas",23883,Orange,SalyersN
64802,64802,False,std,2831,EssR,,Female,"Queens, New York",2831,Seneca,SalzanoS
42804,42804,False,topcont,1829,CohenAa,Cornell,Male,"New York, New York",34430,Wilderness,SalzmanJ
67396,67396,False,topcont,9663,PintoHJ,Oxford,Male,"London, United Kingdom",16357,Foundry,SamantP
13735,13735,False,std,1338,RajanV,Columbia University,Male,"New Delhi, India",1338,Metro,SamanthS
13291,13291,False,std,23450,MoorheadB,Princeton University,Male,"Pittsburgh, Pennsylvania",25455,Badlands,SambergM
20043,20043,False,pm,20043,SamburgM,Brandeis University,Male,"Washington, DC",21198,Skyline,SamburgM
26339,26339,False,std,20043,SamburgM,,Female,"Essex, Connecticut",20043,Skyline,SamburgM2
13870,13870,False,std,17637,ShieldsLY,University of Alberta,Male,"San Francisco, California",21487,Isthmus,SametzR
1280,1280,False,pm,29713,CauleyS,"University of Massachusetts, Amherst/University of California, Santa Cruz",Female,"Dorchester, Massachusetts",29713,Elysium,SamkoB
3676,3676,False,std,29713,CauleyS,,Female,"Worcester, Massachusetts",1280,Elysium,SamkoC
64895,64895,False,pm,10356,HahnT,,Female,"Lewisburg, Pennsylvania",10356,Alpine,SammellsC
38940,38940,False,std,5809,WechtB,,Male,"Monterey, California",34979,Isthmus,SammonsL
49451,49451,False,std,35728,WyroughS,,Male,"Austin, Texas",46698,Polaris,SamoraL
60200,60200,False,std,14700,LeeD2,Elmhurst University,Male,"North Aurora, Illinois",54836,Aurora,SampJ
10399,10399,False,std,22192,SimpsonF,University of Toronto,Male,"Toronto, Ontario",22192,Continental,SampaleanuA
65132,65132,False,std,20652,PenroseB,University of Wisconsin-Milwaukee,Female,"Milwaukee, Wisconsin",57738,Continental,SamponS
66828,66828,False,std,38290,MooreKevin,,Male,"Schererville, Indiana",58320,Centennial,SampsonD
65500,65500,False,std,27451,SchiavenzaM,MIT,Male,"Cambridge, Massachusetts",55384,Savanna,SamselA
4511,4511,False,std,21705,GordonA,"University of California, Davis",Male,"Sacramento, California",26276,Volcano,SamsonA
10523,10523,False,std,9459,RohrkemperA,Yale,Cisgender Male,"New York, New York",9459,Zenith,SamuelA
19599,19599,False,pm,16596,YoungS,Bucknell University & Canisius College,Female,"New York, New York",18301,Peninsula,SamuelC
22414,22414,False,pm,16596,YoungS,University of Texas,Female,"New York, New York",19599,Peninsula,SamuelCL
53546,53546,False,std,41424,VosperB,University of Idaho,Female,"Seattle, Washington",41424,Arcadia,SamuelF
15084,15084,False,std,2362,BachrachE,University of Warwick,Male,"London, United Kingdom",11612,Ravenna,SamuelsA
18141,18141,False,std,18141,SamuelsB,,Male,"St. Louis, Missouri",27111,Laguna,SamuelsB
36013,36013,False,std,9107,ErnstS,,Male,"San Francisco, California",9412,Quarry,SamuelsB2
40288,40288,False,std,26209,CantorN,Michigan State University,Male,"Quincy, Illinois",20664,Serengeti,SamuelsD
65264,65264,False,std,19783,KlothA,Fordham University,Female,"Hagatna, Guam",51770,Commonwealth,San AgustinPTula
5215,5215,False,cc,21739,KonoverG,American University,Male,"Springfield, Pennsylvania",19347,Sakura,SanFilippoA
65190,65190,False,std,21739,KonoverG,,Male,"Springfield, Pennsylvania",5215,Sakura,SanFilippoA2
66597,66597,False,pm,21416,LeonasJ,"University of California, Davis",Man,"South San Francisco, California",58758,Valhalla,SanJoseA
42089,42089,False,std,23162,KingC2,Clemson,Male,"Atlanta, Georgia",26644,Hinterland,SanbornJ
28459,28459,False,pm,1785,TullisI,National Hispanic University,Male,"San Jose, California",24892,Meadow,SanchezA San Jose
43305,43305,False,cc,28740,ReingoldC,Duke University,Male,"Durham, North Carolina",28674,Peninsula,SanchezA2
12029,12029,False,topcont,24858,BakerH,Quinnipiac University,Male,"Waldwick, New Jersey",29025,Windward,SanchezB
40360,40360,False,cc,15806,LopezSE,Harvard University,Male,"Princeton, New Jersey",15806,Badlands,SanchezH
4181,4181,False,std,4181,SanchezLA,Boston College,Male,"Los Angeles, California",16884,Glacier,SanchezLA
53218,53218,False,std,21631,LaseeD,UNC,Male,"Chicago, Illinois",40022,Coastal,SancibrianA
58817,58817,False,std,8047,DisnerS,,Male,"Portland, Oregon",45305,Zenith,SandbergM
56901,56901,False,std,9104,AndersonE2,Bemidji State University,Male,"Otsego, Minnesota",37061,Commonwealth,SandboM
52698,52698,False,std,18122,KingJA,Trent University,Male,"Wakefield, Massachusetts",16835,Arcadia,SanderM
38412,38412,False,std,12494,SanderD,,Male,"Calgary, Alberta",12494,Windward,SanderT
58190,58190,False,std,9844,KaneMH,,Female,"Philadelphia, Pennsylvania",46810,Morningstar,SandercockR
51964,51964,False,std,17132,PetersonAD,University of Alaska Fairbanks,Male,"Latrobe, Pennsylvania",50272,Alpine,SandersCS
59305,59305,False,pm,17535,KimMH,Georgetown University Law Center,Female,"Phoenix, Arizona",35407,Veldt,SandersD
48428,48428,False,std,5059,SillsJ2,George Washington University,Male,"Manhattan Beach, California",9587,Pioneer,SandersE
63714,63714,False,std,2177,HerlinJ,,Female,"Washington, DC",49147,Cascade,SandersL
20800,20800,False,std,15037,ReedyM,New York University,Male,"Washington, DC",2205,Sunrise,SandersMD
23288,23288,False,std,29804,DresnerE,Illinois State University,Male,"Busan, South Korea",11645,Metro,SandersP
58686,58686,False,std,16603,ShiL,UCLA School of Law,Cisgender Female,"Los Angeles, California",16603,Elysium,SandersPC
12777,12777,False,std,5809,WechtB,Columbia University,Male,"New York, New York",24537,Isthmus,SandersSD
20643,20643,False,std,7766,BennettTG,"University of British Columbia, Northern Arizona",Male,"Montreal, Quebec",1089,Tidewater,SandersT
47338,47338,False,pm,40127,ShirbrounD,Iowa State University,Male,"Amsterdam, Netherlands",40127,River,SandersT2
10319,10319,False,std,24269,VenableS,Syracuse University,Male,"Annapolis, Maryland",19825,Hinterland,SandersonM
59513,59513,False,std,10504,FishT-Elegor,McGill University,Male,"Detroit, Michigan",25184,Ravenna,SandfordM
24094,24094,False,std,9842,VaughnF,University of Nebraska at Omaha,Male,"Omaha, Nebraska",5981,River,SandhoefnerN
5981,5981,False,std,9842,VaughnF,,Male,"Omaha, Nebraska",28772,River,SandhoefnerS
11243,11243,False,std,16331,HeffnerH,Southwest Missouri State University,Male,"Chamblee, Georgia",16331,Garden,SandisonI
21798,21798,False,std,21798,SandlerM,Washington University,Male,"Jackson Heights, New York",1780,Seneca,SandlerM
5773,5773,False,std,22192,SimpsonF,University of Pennsylvania,Male,"Philadelphia, Pennsylvania",22192,Continental,SandlerMJ
64304,64304,False,std,3551,SubramanianA,College of William & Mary,Male,"Burlingame, California",56547,Evergreen,SandoD
21653,21653,False,std,28806,SchneiderTee,Dartmouth College,Male,"Brooklyn, New York",13098,Midland,SandovalA
14542,14542,False,pm,6662,RumpfJ,"Harvard University, University of Michigan",Male,"Zurich, Switzerland",21711,Quarry,SandovalB
61471,61471,False,std,11657,ChupackS,Northeastern University,Male,"Seattle, Washington",41331,Isthmus,SandrewR
58412,58412,False,cc,17203,SaundersA,,Female,"Chanhassen, Minnesota",18017,Delta,SandsEmily
66096,66096,False,std,36534,LaClairPat,,Female,"Lancaster, Pennsylvania",60865,Taiga,SandsJ
61396,61396,False,pm,52293,ZhangBD,UChicago,Male,"Philadelphia, Pennsylvania",52293,Quetzal,SandsM2
34390,34390,False,std,7800,DavidA,"University of Michigan, Michigan State University",Male,"Alma, Michigan",22235,Garden,SandsP
5707,5707,False,cc,5707,SandukasG,University of Richmond,Male,"New York, New York",18037,Prairie,SandukasG
44247,44247,False,topcont,2004,SpringgateL,University of Dayton,Male,"Chicago, Illinois",2004,Windward,SanfilippoD
65302,65302,False,std,34978,RouseE,St. Catherine University,Female,"Bloomington, Minnesota",51774,Skyline,SanfordA
67739,67739,False,std,3808,KoestererP,University of Wisconsin-Madison,Female,"Chicago, Illinois",43795,Piedmont,SanfordB
23203,23203,False,std,28815,McNittS,University of Michigan,Cisgender Female,"Lansing, Michigan",8757,Tundra,SanfordE
68050,68050,False,topcont,34978,RouseE,,Male,"Minneapolis, Minnesota",51774,Skyline,SanfordE79
39559,39559,False,std,25527,PollackN,,Male,"Brooklyn, New York",2663,Delta,SanfordK
14475,14475,False,cc,29753,OakesJ,Seton Hall University,Male,"Charlotte, North Carolina",29753,Glacier,SanfordPR
22795,22795,False,std,11657,ChupackS,Colorado,Cisgender Male,"Seattle, Washington",14877,Isthmus,SanfordS
57016,57016,False,std,14808,NickA,,Male,"Brooklyn, New York",53439,Laurel,SanfratelloA
19344,19344,False,pm,19344,SangameswaraO,UC Berkeley,Male,"San Francisco, California",1277,Glacier,SangameswaraO
50882,50882,False,std,972,KothariT,"Pomona College, UC Berkeley",Male,"Berkeley, California",972,Maritime,SanganiR
52922,52922,False,std,10683,GoodmanM,NYU Law,Female,"Brooklyn, New York",38127,Evergreen,SangreeR
65607,65607,False,std,19548,GrewalG,,Male,"Munich, Germany",57135,Yukon,SanjayA Tempinatorix
34673,34673,False,std,19548,GrewalG,,Male,"Mumbai, India",19548,Yukon,SanjayV
8002,8002,False,std,8002,SankaranA,,Male,"Paris, France",5347,Arcadia,SankaranA
50524,50524,False,std,29713,CauleyS,,Female,"New Haven, Connecticut",43808,Elysium,SankerC
60513,60513,False,std,10907,DAddarioD,University of Michigan,Female,"New York, New York",56555,Patagonia,SankeyL
28525,28525,False,std,17140,MorganB,Bates College,Female,"Los Angeles, California",10465,Polaris,SannA
10894,10894,False,std,17140,MorganB,"University of Michigan, Ann Arbor",Female,"New York, New York",3674,Polaris,SannE
6713,6713,False,cc,17140,MorganB,Iowa,Male,"New york, New York",10894,Polaris,SannT
49528,49528,False,std,27149,AhernC,,Male,"Washington, DC",27149,Maelstrom,SansoneN
42925,42925,False,cc,23156,MoodyJ,University of South Carolina,Male,"Lexington, South Carolina",34362,Wilderness,SansonettiS
16372,16372,False,pm,20482,Grayt,The College of William and Mary,Male,"Brooklyn, New York",24765,Magnolia,SantangeloC
57717,57717,False,std,20716,AndersonJI,Syracuse University / American University,Male,"Washington, DC",24341,Seaboard,SantangeloN
61710,61710,False,std,8251,PerryC2,University of Illinois,Male,"Chapel Hil, North Carolina",59665,Central,SantelK
58979,58979,False,std,12743,ShuklaA,,Female,"Los Angeles, California",51788,Citadel,SantelL
46164,46164,False,std,2790,SmrikarovJ,UC Berkeley,Male,"Redwood City, California",10142,Nova,SanthanamP
43727,43727,False,std,29227,LovejoyA,"UCSB, University of Chicago",Male,"Los Angeles, California",15900,Canyon,SantiagoD
65290,65290,False,std,3029,OlmanJ,,Female,"Seattle, Washington",56476,Union,SantiagoO
1175,1175,False,pm,10808,HessJ2,Western Illinois University,Female,"Cambridge, Massachusetts",7751,Junction,SantillieJ
25659,25659,False,std,12336,LevitJE,Georgetown University,Male,"San Clemente, California",19130,Tidewater,SantoreM
18498,18498,False,pm,23294,GoodmanLLG,Northeastern University,Female,"Baltimore, Maryland",23294,Lyceum,SantoriC
61677,61677,False,std,27451,SchiavenzaM,,Female,"Durham, North Carolina",51198,Savanna,SantosD2
7454,7454,False,std,26549,DuffyM,UC Denver,Female,"Portland, Oregon",22755,Summit,SantosM
17296,17296,False,std,27490,KaltB,University of Puerto Rico - Mayagüez,Female,"San Juan, Puerto Rico",12226,River,SantosMC
64417,64417,False,std,15829,OrwantJ,,Male,"Austin, Texas",42001,Maritime,SantosR
62787,62787,False,std,27085,PrinceM,,Female,"Cranston, Rhode Island",54294,Memorial,SantosS
26935,26935,False,std,10262,YoungEY,University of Massachusetts Amherst,Male,"Denver, Colorado",17187,Orange,SantucciJ
68067,68067,False,std,24702,WolfSarah,Brown University,Male,"Los Angeles, California",16742,Quarry,SanyalS
23755,23755,False,std,22204,McLernonS,Skidmore College,Male,"San Francisco, California",22204,Hinterland,SanyshynA
24286,24286,False,std,29227,LovejoyA,"Florida State, Duke",Female,"Kansas City, Missouri",14953,Canyon,SaouM
10918,10918,False,pm,10918,SapiurkaM,College of William and Mary,Female,"Arlington, Virginia",2437,Bayou,SapiurkaM
21672,21672,False,std,16657,CrosslandC,University of Michigan,Male,"Redwood City, California",27723,Highland,SappersteinA
43020,43020,False,topcont,25100,LinJK,,It's Complicated,"Queens, New York",16536,Peninsula,SaracinoJ
65338,65338,False,std,25615,MangaserA,University of Buffalo,Female,"Buffalo, New York",12515,Seneca,SarackiR
39585,39585,False,cc,1083,KleinermanS,Wesleyan,Male,"Seattle, Washington",1083,Meridian,SaranowD
44042,44042,False,topcont,13416,FalkMJ,University of Michigan,Male,"New York, New York",37373,Atlantic,SaraogiA
14758,14758,False,std,3577,AntonA,University of Pennsylvania,Male,"New York, New York",3577,Laguna,SaravalleE
27111,27111,False,cc,27303,RitchieMI,Princeton,Male,"New York, New York",10772,Laguna,SardM
54765,54765,False,cc,13309,TrelaJ,Fairfield University,Male,"Los Angeles, California",11958,Olympic,SargentB
14341,14341,False,std,12697,KleinJ,University of Toronto,Male,"Philadelphia, Pennsylvania",8168,Rainforest,SargentG
38993,38993,False,cc,10228,CahnmannJ,Georgia Tech,Male,"Aiken, South Carolina",10228,Keystone,SargentT
4998,4998,False,std,4893,CondonNJ,UC Berkeley,Male,"San Mateo, California",4893,Laurel,SariaJ
43993,43993,False,pm,24649,FiricanoD,UNC-Chapel Hill,Male,"Carrboro, North Carolina",24649,Rainforest,SaricM
9992,9992,False,std,20793,ChibeR,Washington State University,Male,"Chicago, Illinois",20793,Polaris,SarichJ
4099,4099,False,cc,4099,SarinskyM,"Georgetown University, New York University School of Law",Male,"New York, New York",28886,Citadel,SarinskyM
61345,61345,False,pm,10683,GoodmanM,"Columbia University, Hofstra University",Male,"New Rochelle, New York",53395,Evergreen,SarkarSamit
54561,54561,False,std,10768,MorrellK,Vassar,Male,"Silver Spring, Maryland",25630,Laurel,SarlinB
48339,48339,False,std,14700,LeeD2,Rutgers University,Male,"Hillsborough, New Jersey",42558,Aurora,SarloR
26835,26835,False,std,27433,MitchellP,Johns Hopkins University,Male,"Philadelphia, Pennsylvania",17759,Quarry,SarnoA
56727,56727,False,topcont,28299,GilbertJill,UCSB,Male,"London, United Kingdom",53913,Boardwalk,SarosikE
48364,48364,False,std,20793,ChibeR,Seton Hall/Northwestern,Female,"Chicago, Illinois",20793,Polaris,SarrosD
48246,48246,False,std,23965,NasirL,Imperial College London,Woman,"Palo Alto, California",9401,Galaxy,SartorA
66612,66612,False,topcont,2979,GoodreauS,,Male,"La Jolla, California",62285,Laguna,SarvariaA
2955,2955,False,std,2955,SarwarS,Tulane,Male,"Berlin, Germany",27658,Atlantic,SarwarS
49920,49920,False,std,15533,KahnKS,Tulane University,Male,"Rochester, Minnesota",4777,Juniper,SasD
38012,38012,False,std,5233,KrithivasanD,,Male,"Chennai, India",5233,Arcadia,SasidharanV
40989,40989,False,std,19044,LeungT,"University of Michigan, Johns Hopkins University",Male,"Ridgewood, New Jersey",35423,Blue,SassD
26517,26517,False,std,26517,SastryA,The University of Texas at Austin,Male,"New York, New York",15297,Summit,SastryA
39815,39815,False,pm,24813,WernerD,Harvard,Male,"Brooklyn, New York",8381,Quetzal,SathianT
23206,23206,False,std,12336,LevitJE,,Male,"Hudson Valley, New York",1889,Tidewater,SatkowskiJ
50495,50495,False,pm,6089,MaggioA,Yale,Male,"Los Angeles, California",28918,Wilderness,SatranJ
50535,50535,False,pm,3642,PollakO,Virginia Tech,Male,"Roanoke, Virginia",33937,Blue,SatterwhiteW
58245,58245,False,std,25677,MuellerP,Dartmouth,Male,"Brookline, Massachusetts",44025,Pacific,SattinBennyAxeyHands
43858,43858,False,topcont,21569,DrummondJ,Yale University,Female,"Bonita Springs, Florida",37505,Atlantic,SattlerC
36712,36712,False,std,22135,BrensingerB,Johns Hopkins University,Female,"Baltimore, Maryland",16036,Riviera,SauerL
29116,29116,False,std,16657,CrosslandC,Cornell University,Male,"Ithaca, New York",17293,Highland,SauerS
10597,10597,False,std,21068,HightowerT,University of Kentucky,Male,"Odenton, Maryland",12742,Volcano,SauerT2
67257,67257,False,topcont,24269,VenableS,,Female,"Tuckahoe, New York",62084,Hinterland,SaulA
43054,43054,False,std,6014,DixonM,New York University,Male,"Atlanta, Georgia",4424,Central,SaulD
17203,17203,False,cc,17203,SaundersA,Brock University,Cisgender Male,"Mount Pearl, Newfoundland and Labrador",15369,Delta,SaundersA
4500,4500,False,std,12780,KelsoT,Louisiana State University,Female,"Baton Rouge, Louisiana",12780,Typhoon,SaundersAF
19666,19666,False,cc,21631,LaseeD,University of Wisconsin-Madison,Male,"Green Bay, Wisconsin",21631,Coastal,SaundersC
60629,60629,False,std,22313,DavisR,New College of Florida,Female,"Ann Arbor, Michigan",22313,Spring,SaundersK
21503,21503,False,std,13694,SellM,"Duke, Old Dominion, Georgia, Texas A&M, Penn State",Male,"State College, Pennsylvania",1831,Olive,SaundersMC
1831,1831,False,std,13694,SellM,Duke,Male,"Richmond, Virginia",1572,Olive,SaundersPG II
4209,4209,False,std,25833,AlbertMandyL,,Female,"West Lafayette, Indiana",22365,Midland,SaundersT
57425,57425,False,topcont,13637,NovakovicJ,,Male,"Pittsburgh, Pennsylvania",14445,Spring,SaundryT
13965,13965,False,std,13965,SaurJ,Westmont College,Male,"Simi Valley, California",10536,Wilderness,SaurJ
1903,1903,False,std,20582,DeekerA,,Female,"Denver, Colorado",24901,Denali,SaurbornM
63888,63888,False,std,10937,WooleyE,Emory University,Female,"Atlanta, Georgia",48768,Blue,SauseD
61499,61499,False,std,2342,PlatzS,,Female,"Los Angeles, California",41266,Sugarloaf,SaussyL
23714,23714,False,cc,23714,SausvilleK,Denison University,Cisgender Female,"Newark, Delaware",25027,Memorial,SausvilleK
62403,62403,False,pm,18923,RobinsonA2,Yale University,Female,"Wakefield, New Jersey",41043,Denali,SavageD
5238,5238,False,pm,5238,SavageJ,Princeton,Two-Spirit,"Los Angeles, California",28973,Continental,SavageJ
57617,57617,False,std,13602,PutmanS,,Female,"Montague, Massachusetts",40293,Nebula,SavageK
18209,18209,False,std,3808,KoestererP,The University of Sheffield,Male,"Oak Park, Illinois",6521,Piedmont,SavageS
57253,57253,False,std,5692,VinyardS,,Female,"Sebastopol, California",41279,Alpine,SavageSO
18028,18028,False,deactivated,,,,,,,,SavaianoP
28697,28697,False,std,15597,NolanP,Middlebury College,Male,"Concord, New Hampshire",10188,Juniper,SavardB
14494,14494,False,std,23336,Barclay,"University of Pittsburgh, College of Europe",Female,"Brooklyn, New York",23336,Frontier,SavelM
5486,5486,False,std,6992,MartinPL,Trinity College,Male,"Lexington, Massachusetts",24064,Orbital,SaverianoS
49990,49990,False,std,14466,McManusP2,Pennsylvania State University; Texas A&M University,Male,"State College, Pennsylvania",20586,Badlands,SavitskiS
60762,60762,False,std,10916,WittlinM,Brown University,Male,"Brooklyn, New York",10916,Village,SavitzkyA
57670,57670,False,std,15852,CorrinL,Wittenberg,Female,"Lowell, Michigan",47460,Village,SavoieT
59994,59994,False,std,8002,SankaranA,New York University,Male,"Pune, India",46894,Arcadia,SawardekarK
61502,61502,False,std,27064,BloxsonJ,,Female,"Rockville, Maryland",53868,Blue,SawersC
42352,42352,False,std,14784,RamadeiJ,,Male,"Portland, Oregon",35097,Serengeti,SawtelleH
4064,4064,False,std,17128,MaebiusA,University of North Carolina,Male,"Athens, Georgia",17128,Highland,SawyerL
65404,65404,False,std,17140,MorganB,Hampshire College,Female,"Portland, Maine",13714,Polaris,SawyerL2
7778,7778,False,std,3805,GoldsteinB,University of Notre Dame,Female,"Granger, Indiana",3805,Summit,SawyerN
42258,42258,False,std,1859,RabnerG,"UCSD, CSULB, UW Seattle",Female,"West Orange, New Jersey",39205,Horizon,SawyerNL
17002,17002,False,std,17002,SaxP,Harvard,Male,"Brookline, Massachusetts",4542,Magnolia,SaxP
9044,9044,False,std,9044,SaxbyK,Stephen F. Austin State University and Texas A&M University,Female,"Alameda, California",11693,Lyceum,SaxbyK
29771,29771,False,std,29771,SaxenaK,,Female,"Palo Alto, California",21737,Riviera,SaxenaK
62128,62128,False,std,15225,JansenL,Brown University,Male,"New York, New York",37374,Sequoia,SaxlS
37366,37366,False,std,24911,OrlandoF,,Female,"Windsor, Connecticut",35842,Boardwalk,SaxtonK
38697,38697,False,cc,9659,McGeehanJ,Rose-Hulman Institute of Technology,Female,"Buffalo, New York",9659,Rainbow,SaxtonLJ
44694,44694,False,std,9659,McGeehanJ,,Female,"Buffalo, New York",26602,Rainbow,SaxtonM
44595,44595,False,cc,24995,VeltmanN,University of Georgia,Male,"Washington, DC",39080,Junction,SayamaA
4076,4076,False,std,12354,HolcombR,UVA; UNH,Male,"Concord, New Hampshire",20256,Olive,SayessA
19731,19731,False,std,20817,KochanB,Stanford,Female,"San Francisco, California",26070,Valhalla,SayinerS
34482,34482,False,std,5123,BaderJL,University of Nebraska Medical Center,Male,"Omaha, Nebraska",5123,Serengeti,SaylesH
63554,63554,False,std,2290,MeyersR,,Male,"Wichita, Kansas",58324,Xanadu,SaylorA
29904,29904,False,pm,6039,ElmanL,Cornell University,Male,"Ithaca, New York",6039,Metro,SaywardJ
41884,41884,False,pm,22916,QuesnelleL,Northwestern University,Female,"Glen Ellyn, Illinois",40423,Sequoia,SberlatiL
40423,40423,False,pm,22916,QuesnelleL,,Male,"Glen Ellyn, Illinois",36822,Sequoia,SberlatiN2
63504,63504,False,std,19703,FelsenheldD,United States,Female,"Reynoldsburg, Ohio",19703,Sierra,SbranaM
40284,40284,False,std,23051,ZellwegerS,Hiram,Male,"Cleveland, Ohio",38041,Union,ScaccoJ
48352,48352,False,pm,17865,ScrogginsS,Swarthmore College,Female,"Atlanta, Georgia",40142,Laguna,ScaliaS
59155,59155,False,std,2850,PriceD,Saint Joseph's University,Male,"New Brunswick, New Jersey",36761,Meridian,ScalitiR
27410,27410,False,std,27410,ScandalisE,UC Santa Cruz,Male,"Del Mar, California",21002,Isthmus,ScandalisE
21860,21860,False,std,19051,CunninghamB,,Male,"San Francisco, California",7940,Fjord,ScandalisM
29288,29288,False,cc,1096,Iny,Williams College,Male,"Cheshire, Connecticut",20640,Fjord,ScandrettG
38964,38964,False,std,7769,LasL,Emerson College,Female,"Brooklyn, New York",34477,Commonwealth,ScanlanM
68019,68019,False,std,21569,DrummondJ,Northwestern University,Female,"Evanston, Illinois",51335,Atlantic,ScanlanS
22488,22488,False,std,14812,ThrockmortonN,,Male,"Williamsburg, Virginia",14812,Boardwalk,ScanlonD2
35579,35579,False,std,6430,BendinelliA,Truman State University,Male,"Cedar Park, Texas",6430,Commonwealth,ScanlonM
44582,44582,False,std,14812,ThrockmortonN,Penn State,Female,"Pittsburgh, Pennsylvania",22488,Boardwalk,ScanlonM2
60875,60875,False,pm,22658,RaskTM,UMass Boston,Male,"Quincy, Massachusetts",40759,Foundry,ScannellJ
54213,54213,False,std,3029,OlmanJ,Ithaca College,Male,"Washington, DC",41521,Union,ScappiniJ
66748,66748,False,std,3863,AugustineP,Syracuse University,Male,"Los Angeles, California",27934,Monolith,ScarcellaJ
1962,1962,False,std,5161,JonesC,Emory,Male,"Austin, Texas",15452,Nebula,ScardinoD
34511,34511,False,std,10831,DiGiorgioN,Minerva Schools at KGI,Male,"Malvern, Pennsylvania",9202,Peninsula,ScarfoneS
